State,County,Accident,Broken,Congestion,Construction,Event,Incident,Lane,Other,All
TN,Putnam,53,4,530,26,3,22,7,0,645
TN,Rhea,3,3,589,20,0,10,2,0,627
TN,Roane,50,8,898,18,0,17,6,0,997
TN,Robertson,38,3,1732,18,0,51,4,0,1846
TN,Rutherford,140,44,6086,327,12,156,26,3,6794
TN,Scott,3,0,311,2,0,3,0,0,319
TN,Sequatchie,3,0,274,15,0,5,0,0,297
TN,Sevier,62,8,7749,14,71,517,8,0,8429
TN,Shelby,2449,696,13678,268,131,537,230,2,17991
TN,Smith,10,3,165,2,0,8,0,1,189
TN,Stewart,0,1,189,1,0,1,0,0,192
TN,Sullivan,41,19,593,12,1,22,3,0,691
TN,Sumner,48,8,3353,37,0,65,2,0,3513
TN,Tipton,2,0,328,9,0,9,0,1,349
TN,Trousdale,1,0,78,1,0,5,0,0,85
TN,Unicoi,8,4,43,3,0,2,1,0,61
TN,Union,3,0,70,4,0,5,0,0,82
TN,Van Buren,0,0,117,5,0,0,0,1,123
TN,Warren,1,0,373,14,0,5,2,1,396
TN,Washington,938,3,286,26,7,14,0,0,1274
TN,Wayne,1,0,77,6,0,0,0,0,84
TN,Weakley,1,0,560,1,5,5,0,0,572
TN,White,1,0,397,3,0,8,0,0,409
TN,Williamson,343,48,9588,35,0,212,27,1,10254
TN,Wilson,62,5,3316,15,0,49,7,0,3454
TX,ALL,147844,23024,945624,9349,2412,49575,17638,111,1195577
TX,Anderson,8,0,888,3,0,5,2,0,906
TX,Andrews,2,0,1232,2,0,5,0,0,1241
TX,Angelina,37,3,1735,13,0,147,2,0,1937
TX,Aransas,0,0,195,2,0,12,0,0,209
TX,Archer,7,1,316,2,0,1,0,0,327
TX,Armstrong,1,0,89,0,0,5,0,0,95
TX,Atascosa,3,1,855,3,0,5,0,0,867
TX,Austin,19,0,1295,7,0,47,7,0,1375
TX,Bailey,0,0,166,1,0,1,0,0,168
TX,Bandera,0,0,126,0,0,2,1,0,129
TX,Bastrop,67,7,3489,12,0,449,28,1,4053
TX,Baylor,2,0,374,1,0,0,0,0,377
TX,Bee,1,0,2450,2,0,21,1,0,2475
TX,Bell,202,15,7309,60,0,269,25,1,7881
TX,Bexar,10231,1481,57160,622,350,9006,663,11,79524
TX,Blanco,5,0,1096,3,0,12,1,0,1117
TX,Borden,0,0,120,0,0,3,0,0,123
TX,Bosque,2,0,310,0,0,1,0,0,313
TX,Bowie,9,2,1428,15,0,18,0,0,1472
TX,Brazoria,203,66,3934,34,0,194,29,0,4460
TX,Brazos,13,0,1143,494,50,7,3,0,1710
TX,Brewster,0,0,2635,0,0,21,0,0,2656
TX,Briscoe,0,0,35,1,0,1,0,0,37
TX,Brooks,2,0,168,2,0,6,1,0,179
TX,Brown,0,0,327,5,0,2,0,0,334
TX,Burleson,2,0,338,8,0,8,0,0,356
TX,Burnet,37,5,5175,6,0,116,10,1,5350
TX,Caldwell,24,4,2441,14,0,231,12,0,2726
TX,Calhoun,2,0,345,0,0,13,0,0,360
TX,Callahan,9,0,589,0,0,23,0,0,621
TX,Cameron,41,2,1951,5,0,50,5,0,2054
TX,Camp,0,0,239,0,0,0,0,0,239
TX,Carson,0,0,294,1,0,2,0,0,297
TX,Cass,3,0,564,3,0,3,0,0,573
TX,Castro,0,0,84,0,0,1,0,0,85
TX,Chambers,11,0,1324,3,0,56,3,0,1397
TX,Cherokee,5,0,1027,3,0,7,1,0,1043
TX,Childress,2,2,350,2,0,4,0,0,360
TX,Clay,2,0,259,6,0,2,0,0,269
TX,Cochran,0,0,138,1,0,1,0,0,140
TX,Coke,0,0,314,1,0,1,0,0,316
TX,Coleman,3,0,409,0,0,2,2,0,416
TX,Collin,690,77,16279,195,56,474,215,0,17986
TX,Collingsworth,0,0,382,1,0,0,0,0,383
TX,Colorado,16,0,1597,2,0,44,7,0,1666
TX,Comal,165,28,4560,56,0,110,33,0,4952
TX,Comanche,0,0,276,0,0,0,0,0,276
TX,Concho,0,0,293,8,0,2,0,0,303
TX,Cooke,6,0,686,13,0,5,1,0,711
TX,Coryell,0,0,709,5,0,10,0,0,724
TX,Cottle,1,0,66,0,0,1,0,0,68
TX,Crane,2,0,403,0,0,0,0,0,405
TX,Crockett,1,0,1047,2,0,6,2,0,1058
TX,Crosby,0,0,100,2,0,1,0,0,103
TX,Culberson,2,2,825,1,0,3,0,0,833
TX,Dallam,0,0,293,2,0,3,0,0,298
TX,Dallas,32189,2178,147875,1362,291,8118,2645,9,194667
TX,Dawson,0,0,397,2,0,2,0,0,401
TX,De Witt,0,0,197,0,0,7,0,1,205
TX,DeWitt,1,0,1021,1,0,7,0,0,1030
TX,Deaf Smith,1,0,108,0,0,1,0,0,110
TX,Delta,2,0,57,1,0,4,0,0,64
TX,Denton,489,19,12125,285,36,188,101,2,13245
TX,Dickens,0,0,116,1,0,0,0,0,117
TX,Dimmit,1,0,1061,1,0,5,0,0,1068
TX,Donley,0,0,100,2,0,3,0,0,105
TX,Duval,0,0,2079,0,0,12,0,0,2091
TX,Eastland,5,0,953,5,0,16,0,0,979
TX,Ector,15,0,1907,10,0,21,2,0,1955
TX,Edwards,0,0,32,0,0,1,0,0,33
TX,El Paso,3849,203,5821,228,66,187,38,1,10393
TX,Ellis,183,23,5917,136,0,135,28,4,6426
TX,Erath,2,0,1530,12,0,4,0,0,1548
TX,Falls,8,0,656,6,0,9,4,0,683
TX,Fannin,1,0,443,5,0,2,0,0,451
TX,Fayette,13,0,1339,1,0,104,3,0,1460
TX,Fisher,1,0,192,0,0,2,0,0,195
TX,Floyd,0,0,464,1,0,1,0,0,466
TX,Foard,0,1,76,0,0,0,0,0,77
TX,Fort Bend,661,106,14799,54,0,934,55,2,16611
TX,Franklin,2,0,219,0,0,2,0,0,223
TX,Freestone,17,1,905,3,0,13,5,1,945
TX,Frio,2,0,417,0,0,7,0,0,426
TX,Gaines,0,0,343,1,0,1,0,0,345
TX,Galveston,161,8,6224,36,0,150,21,1,6601
TX,Garza,1,0,312,1,0,1,0,0,315
TX,Gillespie,5,1,659,1,0,18,1,0,685
TX,Glasscock,1,0,459,1,0,0,0,0,461
TX,Goliad,2,1,1457,1,0,15,0,0,1476
TX,Gonzales,7,2,1816,3,0,39,2,0,1869
TX,Gray,0,0,363,2,0,7,0,0,372
TX,Grayson,25,1,959,10,0,18,3,0,1016
TX,Gregg,81,2,1633,10,0,32,1,0,1759
TX,Grimes,5,0,783,7,0,29,0,0,824
TX,Guadalupe,80,5,2416,36,0,77,11,0,2625
TX,Hale,3,0,522,5,0,6,0,0,536
TX,Hall,0,0,111,1,0,2,0,0,114
TX,Hamilton,0,0,676,2,0,4,0,0,682
TX,Hansford,0,0,176,1,0,0,0,0,177
TX,Hardeman,0,0,199,1,0,1,1,0,202
TX,Hardin,2,1,956,1,0,37,1,0,998
TX,Harris,52238,13469,244033,992,566,12313,4892,17,328520
TX,Harrison,16,0,1493,12,0,24,3,0,1548
TX,Hartley,0,0,254,0,0,1,0,0,255
TX,Haskell,0,0,235,0,0,1,0,0,236
TX,Hays,316,295,3169,184,38,339,89,1,4431
TX,Hemphill,0,0,167,1,0,0,0,0,168
TX,Henderson,2,0,1175,8,0,20,0,0,1205
TX,Hidalgo,130,14,5453,28,30,357,17,1,6030
TX,Hill,40,0,1153,21,0,14,3,0,1231
TX,Hockley,0,0,741,0,0,1,0,0,742
TX,Hood,8,0,703,2,0,9,0,0,722
TX,Hopkins,4,0,589,1,0,7,0,0,601
TX,Houston,3,0,778,3,0,11,2,0,797
TX,Howard,9,0,840,2,0,17,1,0,869
TX,Hudspeth,5,0,840,0,0,11,1,0,857
TX,Hunt,35,3,1372,4,0,23,3,0,1440
TX,Hutchinson,0,0,577,1,0,2,0,0,580
TX,Irion,0,0,222,0,0,0,0,0,222
TX,Jack,0,0,529,3,0,2,0,0,534
TX,Jackson,1,0,393,1,0,4,0,0,399
TX,Jasper,0,0,429,2,0,23,0,0,454
TX,Jeff Davis,1,0,4284,0,0,23,0,0,4308
TX,Jefferson,40,2,2882,9,6,135,3,0,3077
TX,Jim Hogg,0,0,38,0,0,0,0,0,38
TX,Jim Wells,2,0,229,0,0,6,0,0,237
TX,Johnson,65,9,5809,45,0,173,9,0,6110
TX,Jones,0,0,396,0,0,1,0,0,397
TX,Karnes,0,0,610,4,0,5,0,0,619
TX,Kaufman,89,3,2642,99,0,50,17,0,2900
TX,Kendall,5,0,523,7,0,5,1,2,543
TX,Kenedy,0,0,723,0,0,3,0,0,726
TX,Kent,0,0,115,0,0,1,0,0,116
TX,Kerr,1,1,555,1,0,5,0,0,563
TX,Kimble,4,5,680,5,0,7,0,0,701
TX,King,0,0,67,0,0,1,0,0,68
TX,Kinney,1,0,809,1,0,4,0,0,815
TX,Kleberg,0,0,233,0,0,9,0,0,242
TX,Knox,0,0,193,0,0,0,0,0,193
TX,La Salle,10,2,249,0,0,3,2,0,266
TX,Lamar,2,0,657,9,0,2,0,0,670
TX,Lamb,1,0,616,3,0,3,0,0,623
TX,Lampasas,3,0,1765,0,0,14,0,0,1782
TX,Lavaca,3,0,554,1,0,14,0,0,572
TX,Lee,4,0,2557,1,0,78,1,0,2641
TX,Leon,15,0,1361,7,0,8,1,0,1392
TX,Liberty,3,0,1518,4,0,65,2,0,1592
TX,Limestone,3,0,462,2,0,3,0,0,470
TX,Lipscomb,0,0,142,3,0,2,0,0,147
TX,Live Oak,0,1,2882,2,0,19,0,0,2904
TX,Llano,5,2,223,1,0,4,0,0,235
TX,Loving,0,0,201,0,0,3,0,0,204
TX,Lubbock,2,0,2194,4,15,21,2,0,2238
TX,Lynn,1,0,283,0,0,5,0,0,289
TX,Madison,8,0,667,0,0,11,1,0,687
TX,Marion,3,0,156,1,0,1,1,0,162
TX,Martin,9,0,556,4,0,13,1,0,583
TX,Mason,0,0,77,0,0,0,0,0,77
TX,Matagorda,0,0,253,2,0,15,0,0,270
TX,Maverick,4,0,674,6,0,5,0,0,689
TX,McCulloch,1,0,271,1,0,3,0,0,276
TX,McLennan,169,9,3610,105,42,59,15,1,4010
TX,McMullen,0,0,373,1,0,0,0,0,374
TX,Mcculloch,0,0,20,0,0,0,0,0,20
TX,Mclennan,25,1,516,10,8,8,2,0,570
TX,Mcmullen,0,0,5,0,0,0,0,0,5
TX,Medina,3,0,1222,1,0,13,1,0,1240
TX,Menard,0,0,357,1,0,0,0,0,358
TX,Midland,17,1,2483,10,69,40,2,0,2622
TX,Milam,3,1,919,2,0,12,0,0,937
TX,Mills,1,0,130,2,0,0,2,0,135
TX,Mitchell,5,0,367,3,0,14,1,0,390
TX,Montague,2,0,880,6,0,7,0,0,895
TX,Montgomery,511,67,9949,39,0,248,83,0,10897
TX,Moore,0,0,240,2,0,2,0,0,244
TX,Morris,2,0,280,0,0,4,0,0,286
TX,Motley,0,0,36,0,0,0,0,0,36
TX,Nacogdoches,7,0,340,10,7,5,0,0,369
TX,Navarro,26,2,2949,16,0,61,13,0,3067
TX,Newton,0,1,140,0,0,26,0,0,167
TX,Nolan,27,0,1619,4,0,85,1,0,1736
TX,Nueces,16,3,2162,85,80,71,1,0,2418
TX,Ochiltree,0,0,108,2,0,1,0,0,111
TX,Oldham,2,0,83,0,0,1,0,0,86
TX,Orange,14,1,1786,6,0,72,1,0,1880
TX,Palo Pinto,4,0,581,4,0,6,2,0,597
TX,Panola,3,0,452,9,0,1,0,0,465
TX,Parker,91,13,1549,9,0,46,14,1,1723
TX,Parmer,1,0,304,3,0,5,0,0,313
TX,Pecos,16,4,3005,9,0,16,0,0,3050
TX,Polk,4,2,1310,15,0,19,0,0,1350
TX,Potter,6,0,936,28,0,17,0,0,987
TX,Presidio,0,0,371,0,0,1,0,0,372
TX,Rains,0,0,302,0,0,0,0,0,302
TX,Randall,2,0,601,6,0,2,1,0,612
TX,Reagan,0,0,377,1,0,1,0,0,379
TX,Real,0,0,28,1,0,0,0,0,29
TX,Red River,0,0,338,4,0,7,0,0,349
TX,Reeves,8,0,6510,13,0,119,1,0,6651
TX,Refugio,0,0,357,2,0,25,0,0,384
TX,Roberts,0,0,64,1,0,1,0,0,66
TX,Robertson,6,0,590,4,0,9,0,0,609
TX,Rockwall,154,4,2400,98,0,41,32,0,2729
TX,Runnels,0,1,697,0,0,3,0,0,701
TX,Rusk,2,0,795,2,0,8,1,0,808
TX,Sabine,3,0,107,0,0,4,1,0,115
TX,San Augustine,1,0,210,15,0,1,0,0,227
TX,San Jacinto,4,0,694,4,0,12,0,0,714
TX,San Patricio,0,0,406,6,0,29,0,1,442
TX,San Saba,0,0,170,0,0,0,0,0,170
TX,Schleicher,0,0,185,0,0,0,0,0,185
TX,Scurry,1,0,398,0,0,3,0,0,402
TX,Shackelford,0,0,86,0,0,1,0,0,87
TX,Shelby,1,0,453,4,0,6,0,0,464
TX,Sherman,0,0,83,0,0,0,0,0,83
TX,Smith,78,0,5383,8,0,100,6,0,5575
TX,Somervell,4,0,1259,0,0,12,0,0,1275
TX,Starr,5,0,800,0,0,7,1,0,813
TX,Stephens,0,0,182,2,0,0,0,0,184
TX,Sterling,0,0,371,0,0,2,0,0,373
TX,Stonewall,0,0,98,0,0,0,0,0,98
TX,Sutton,0,1,826,1,0,3,0,0,831
TX,Swisher,0,0,103,1,0,0,0,0,104
TX,Tarrant,6806,368,88056,1516,341,2830,688,14,100619
TX,Taylor,21,0,1426,5,6,15,2,0,1475
TX,Terrell,4,0,848,1,0,4,0,0,857
TX,Terry,0,0,344,0,0,2,0,0,346
TX,Throckmorton,0,0,113,1,0,0,0,0,114
TX,Titus,4,0,929,5,0,9,0,0,947
TX,Tom Green,2,0,984,13,0,11,0,0,1010
TX,Travis,34649,4139,78403,1657,102,8646,7382,34,135012
TX,Trinity,2,0,235,7,0,3,1,0,248
TX,Tyler,3,0,298,1,0,12,0,0,314
TX,Upshur,2,0,551,1,0,3,0,0,557
TX,Upton,0,0,1246,1,0,2,0,0,1249
TX,Uvalde,0,0,1789,2,0,19,0,0,1810
TX,Val Verde,0,0,1944,2,0,5,0,0,1951
TX,Van Zandt,11,0,1607,14,0,23,2,0,1657
TX,Victoria,3,0,1877,0,0,31,1,1,1913
TX,Walker,31,3,2570,3,30,56,5,0,2698
TX,Waller,53,10,2112,8,23,74,10,0,2290
TX,Ward,4,0,720,3,0,7,0,0,734
TX,Washington,0,0,1055,5,0,26,2,0,1088
TX,Webb,25,1,15547,7,2,255,1,0,15838
TX,Wharton,2,1,1096,4,0,13,1,0,1117
TX,Wheeler,2,1,218,1,0,2,0,0,224
TX,Wichita,519,0,671,7,0,12,5,0,1214
TX,Wilbarger,4,0,357,4,0,2,1,0,368
TX,Willacy,1,3,103,3,0,14,2,0,126
TX,Williamson,1720,332,14176,153,198,676,326,3,17584
TX,Wilson,1,0,1190,3,0,10,0,0,1204
TX,Winkler,0,0,836,3,0,11,0,0,850
TX,Wise,2,1,995,4,0,12,0,0,1014
TX,Wood,1,0,703,4,0,5,0,0,713
TX,Yoakum,2,0,231,1,0,1,0,0,235
TX,Young,1,0,504,7,0,1,0,0,513
TX,Zapata,0,0,351,1,0,2,0,0,354
TX,Zavala,0,0,231,0,0,5,0,0,236
UT,ALL,6385,296,67931,852,160,1828,158,3,77613
UT,Beaver,26,2,978,3,0,12,0,0,1021
UT,Box Elder,181,3,892,11,0,27,3,0,1117
UT,Cache,5,0,533,2,12,5,0,0,557
UT,Carbon,16,1,851,6,0,14,1,0,889
UT,Daggett,6,0,369,0,0,2,0,0,377
UT,Davis,698,44,3835,95,0,295,15,0,4982
UT,Duchesne,25,0,3099,5,0,17,0,0,3146
UT,Emery,38,2,6262,2,0,52,2,0,6358
UT,Garfield,8,1,214,3,0,5,0,0,231
UT,Grand,26,2,2975,6,0,17,3,0,3029
UT,Iron,89,3,1271,7,7,33,0,0,1410
UT,Juab,61,3,886,1,0,13,0,0,964
UT,Kane,3,0,390,1,0,2,0,0,396
UT,Millard,75,4,2527,4,0,30,3,0,2643
UT,Morgan,49,1,201,0,0,8,1,0,260
UT,Piute,6,1,33,1,0,2,1,0,44
UT,Rich,1,0,364,0,0,1,0,0,366
UT,Salt Lake,2897,123,19435,449,109,790,90,3,23896
UT,San Juan,15,1,1003,6,0,12,1,0,1038
UT,Sanpete,23,1,135,0,0,3,2,0,164
UT,Sevier,72,1,8368,2,0,64,1,0,8508
UT,Summit,156,25,1624,18,0,37,5,0,1865
UT,Tooele,157,4,962,10,0,37,3,0,1173
UT,Uintah,26,1,738,2,0,7,0,0,774
UT,Utah,916,47,5710,127,22,176,19,0,7017
UT,Wasatch,112,3,2064,6,0,24,0,0,2209
UT,Washington,107,7,816,12,0,21,5,0,968
UT,Wayne,6,0,12,0,0,3,0,0,21
UT,Weber,585,16,1384,73,10,119,3,0,2190
VA,ALL,30128,18202,303501,7845,485,17721,4302,53,382237
VA,Accomack,13,0,443,2,0,24,0,0,482
VA,Albemarle,171,308,1834,21,0,144,15,0,2493
VA,Alexandria,732,964,7672,84,0,490,57,1,10000
VA,Alexandria City,16,5,7509,18,0,261,4,0,7813
VA,Alleghany,18,1,262,2,0,17,3,0,303
VA,Amelia,34,1,162,16,0,32,5,0,250
VA,Amherst,23,2,524,3,0,36,6,0,594
VA,Appomattox,18,1,169,8,0,21,6,0,223
VA,Arlington,965,1023,15110,152,0,526,112,3,17891
VA,Augusta,267,321,1147,24,0,140,17,0,1916
VA,Bath,1,0,95,1,0,6,0,0,103
VA,Bedford,13,0,147,2,0,6,3,0,171
VA,Bedford County,41,6,517,9,0,91,6,0,670
VA,Bland,36,26,1106,35,0,41,4,0,1248
VA,Botetourt,118,108,936,33,0,68,18,0,1281
VA,Bristol,20,70,123,5,0,24,6,0,248
VA,Bristol City,0,0,6,0,0,0,0,0,6
VA,Brunswick,69,8,510,48,0,49,18,0,702
VA,Buchanan,8,0,222,0,0,19,0,0,249
VA,Buckingham,12,1,240,4,0,21,1,0,279
VA,Buena Vista,2,0,4,0,0,1,0,0,7
VA,Campbell,63,9,772,18,0,56,10,0,928
VA,Caroline,112,18,1679,14,0,128,33,4,1988
VA,Carroll,99,280,889,27,0,78,21,0,1394
VA,Charles City,11,0,141,30,0,17,0,0,199
VA,Charlotte,17,0,255,4,0,17,8,0,301
VA,Charlottesville,13,0,167,1,5,5,2,0,193
VA,Charlottesville City,2,0,81,0,4,15,0,0,102
VA,Chesapeake,405,47,6319,182,0,154,134,1,7242
VA,Chesapeake City,3,0,913,2,0,18,3,0,939
VA,Chesterfield,2144,438,6815,336,0,419,214,0,10366
VA,Clarke,37,10,482,2,0,61,9,0,601
VA,Colonial Heights,52,5,352,31,0,7,19,0,466
VA,Colonial Heights City,26,6,706,6,0,4,1,0,749
VA,Covington,1,0,11,0,0,2,0,0,14
VA,Covington City,0,0,4,0,0,1,0,0,5
VA,Craig,2,1,8,0,0,1,0,0,12
VA,Culpeper,22,0,549,5,0,46,1,0,623
VA,Cumberland,6,0,65,1,0,7,2,0,81
VA,Danville,1,0,490,1,0,1,1,0,494
VA,Danville City,3,0,170,2,0,3,1,0,179
VA,Dickenson,2,1,53,1,0,10,0,0,67
VA,Dinwiddie,145,17,664,50,0,62,36,2,976
VA,Emporia,24,3,145,9,0,6,6,0,193
VA,Emporia City,0,0,144,0,0,2,0,0,146
VA,Essex,19,1,540,4,0,23,2,0,589
VA,Fairfax,448,42,30469,100,4,1418,79,7,32567
VA,Fairfax City,36,5,5524,18,0,240,6,0,5829
VA,Fairfax County,5925,6888,51882,683,62,2998,484,5,68927
VA,Falls Church,2,1,194,2,0,3,0,0,202
VA,Falls Church City,3,0,952,1,0,22,1,0,979
VA,Fauquier,149,30,4669,42,0,220,9,3,5122
VA,Floyd,8,0,174,3,0,16,1,0,202
VA,Fluvanna,5,3,326,4,0,23,0,0,361
VA,Franklin,11,2,52,3,0,6,1,0,75
VA,Franklin City,0,0,51,0,0,1,0,0,52
VA,Franklin County,46,7,362,16,0,69,16,0,516
VA,Frederick,325,373,3048,33,0,272,17,0,4068
VA,Fredericksburg,48,113,1495,13,0,143,3,0,1815
VA,Fredericksburg City,1,0,851,0,0,7,0,0,859
VA,Galax,0,0,45,0,0,2,0,0,47
VA,Galax City,1,0,32,0,0,2,0,0,35
VA,Giles,6,2,286,18,0,56,3,0,371
VA,Gloucester,58,2,588,16,0,38,7,0,709
VA,Goochland,104,10,590,56,0,55,44,0,859
VA,Grayson,5,0,46,1,0,20,1,0,73
VA,Greene,10,1,473,6,0,33,3,0,526
VA,Greensville,67,6,365,6,0,32,7,0,483
VA,Halifax,27,2,684,6,0,32,6,0,757
VA,Hampton,230,31,5429,838,10,935,99,0,7572
VA,Hampton City,0,0,410,2,5,8,0,0,425
VA,Hanover,298,46,2989,177,0,148,102,1,3761
VA,Harrisonburg,40,77,315,9,8,20,3,0,472
VA,Harrisonburg City,2,0,274,0,0,3,0,0,279
VA,Henrico,2396,850,7416,248,23,616,244,0,11793
VA,Henry,69,3,457,20,0,65,9,0,623
VA,Highland,1,0,37,0,0,5,1,0,44
VA,Hopewell,18,0,27,14,0,4,10,0,73
VA,Hopewell City,0,0,11,0,0,1,1,0,13
VA,Isle Of Wight,6,2,235,99,0,16,32,0,390
VA,Isle of Wight,11,6,638,31,0,38,25,0,749
VA,James City,26,2,1546,26,5,48,8,0,1661
VA,King And Queen,1,0,3,0,0,2,0,0,6
VA,King George,24,2,1054,6,0,48,7,0,1141
VA,King William,19,0,148,1,0,25,2,0,195
VA,King and Queen,7,1,65,1,0,13,0,0,87
VA,Lancaster,6,0,115,1,0,21,1,0,144
VA,Lee,3,0,211,1,0,6,0,0,221
VA,Lexington,0,0,5,0,1,0,0,0,6
VA,Lexington City,0,0,9,0,0,2,0,0,11
VA,Loudoun,3220,783,12894,115,1,1674,649,13,19349
VA,Louisa,19,34,423,8,0,51,9,0,544
VA,Lunenburg,18,2,88,7,0,14,3,0,132
VA,Lynchburg,13,0,584,9,9,28,1,0,644
VA,Lynchburg City,12,4,354,4,71,13,3,0,461
VA,Madison,7,0,251,2,0,31,0,0,291
VA,Manassas,9,0,523,9,0,9,0,0,550
VA,Manassas City,2,0,1445,0,0,39,3,0,1489
VA,Manassas Park,0,0,12,1,0,0,0,0,13
VA,Martinsville,0,1,23,0,0,1,0,0,25
VA,Martinsville City,3,0,19,0,0,1,1,0,24
VA,Mathews,9,0,21,1,0,9,1,0,41
VA,Mecklenburg,80,2,507,31,0,70,14,1,705
VA,Middlesex,12,0,217,1,0,13,0,0,243
VA,Montgomery,131,274,1148,23,13,62,25,0,1676
VA,Nelson,13,3,262,5,0,22,2,0,307
VA,New Kent,198,24,1588,56,0,96,41,0,2003
VA,Newport News,320,55,4867,718,0,205,222,1,6388
VA,Newport News City,1,0,787,1,0,8,3,0,800
VA,Norfolk,1157,116,8221,1288,95,393,357,2,11629
VA,Norfolk City,51,4,1655,14,24,46,18,0,1812
VA,Northampton,5,0,654,4,0,14,0,0,677
VA,Northumberland,7,0,33,0,0,11,0,0,51
VA,Norton,0,0,18,0,0,0,0,0,18
VA,Nottoway,33,1,373,16,0,16,2,0,441
VA,Orange,11,0,486,2,0,35,0,0,534
VA,Page,11,2,273,0,0,51,1,0,338
VA,Patrick,17,4,298,2,0,51,5,0,377
VA,Petersburg,131,20,518,43,0,28,29,0,769
VA,Petersburg City,18,3,112,6,0,8,2,0,149
VA,Pittsylvania,66,5,443,23,0,46,13,0,596
VA,Poquoson,0,0,4,1,0,1,0,0,6
VA,Poquoson City,0,0,1,0,0,0,0,0,1
VA,Portsmouth,100,15,1192,114,0,79,56,0,1556
VA,Portsmouth City,3,0,215,0,0,0,0,0,218
VA,Powhatan,62,2,579,25,0,56,7,0,731
VA,Prince Edward,18,0,294,6,9,19,1,0,347
VA,Prince George,49,7,610,52,0,32,18,1,769
VA,Prince William,1307,1560,27420,209,2,1102,93,4,31697
VA,Pulaski,41,52,301,17,0,30,2,0,443
VA,Radford,1,0,90,0,0,0,0,0,91
VA,Rappahannock,2,0,171,1,0,15,0,0,189
VA,Richmond,1,1,8,0,0,1,0,0,11
VA,Richmond City,3932,438,8522,280,60,417,215,2,13866
VA,Richmond County,4,1,89,0,0,9,0,0,103
VA,Roanoke,9,0,207,1,0,4,0,0,221
VA,Roanoke City,343,73,981,78,0,57,7,0,1539
VA,Roanoke County,153,210,1027,18,0,58,15,0,1481
VA,Rockbridge,103,137,323,12,1,38,12,0,626
VA,Rockingham,103,168,975,22,0,124,7,0,1399
VA,Russell,8,1,186,6,0,18,2,0,221
VA,Salem,41,55,411,3,68,20,1,0,599
VA,Scott,6,3,401,9,0,48,4,0,471
VA,Shenandoah,271,494,1292,37,0,227,14,0,2335
VA,Smyth,36,4,126,10,0,17,3,0,196
VA,Southampton,8,1,432,5,0,42,1,1,490
VA,Spotsylvania,139,245,5858,37,0,273,19,0,6571
VA,Stafford,439,544,10725,56,0,399,36,0,12199
VA,Staunton,0,0,123,0,0,2,0,0,125
VA,Staunton City,2,0,80,0,0,3,0,0,85
VA,Suffolk,73,12,1704,370,0,125,37,0,2321
VA,Suffolk City,2,0,324,1,0,3,0,0,330
VA,Surry,2,0,58,0,0,17,0,0,77
VA,Sussex,59,35,514,11,0,35,13,0,667
VA,Tazewell,10,1,462,3,0,21,0,0,497
VA,Virginia Beach,479,87,5394,220,0,72,227,0,6479
VA,Virginia Beach City,14,0,1835,2,0,16,3,0,1870
VA,Warren,88,173,737,11,0,73,5,0,1087
VA,Washington,99,138,350,12,0,62,10,1,672
VA,Waynesboro,25,55,122,3,0,3,1,0,209
VA,Waynesboro City,0,0,37,0,0,0,0,0,37
VA,Westmoreland,8,1,87,2,0,42,3,0,143
VA,Williamsburg,1,0,122,1,5,2,0,0,131
VA,Winchester,2,0,280,0,0,14,0,0,296
VA,Winchester City,3,0,444,0,0,5,0,0,452
VA,Wise,10,2,730,10,0,55,7,0,814
VA,Wythe,129,154,650,17,0,81,12,0,1043
VA,York,141,8,2207,100,0,67,51,0,2574
VT,ALL,137,10,43310,76,14,330,7,0,43884
VT,Addison,1,0,2029,9,0,15,1,0,2055
VT,Bennington,10,0,2097,2,0,12,0,0,2121
VT,Caledonia,2,0,5873,2,0,13,0,0,5890
VT,Chittenden,18,0,5748,14,13,76,4,0,5873
VT,Essex,0,0,671,1,0,2,0,0,674
VT,Franklin,2,0,2397,6,0,15,0,0,2420
VT,Grand Isle,1,0,635,0,0,4,0,0,640
VT,Lamoille,0,1,740,2,0,11,0,0,754
VT,Orange,2,0,4031,4,0,29,0,0,4066
VT,Orleans,2,0,3776,1,0,8,0,0,3787
VT,Rutland,1,0,1668,1,0,10,1,0,1681
VT,Washington,9,1,2396,18,1,24,0,0,2449
VT,Windham,77,7,4482,4,0,68,1,0,4639
VT,Windsor,12,1,6767,12,0,43,0,0,6835
WA,ALL,27266,5422,303682,12828,1102,26499,3976,118,380893
WA,Adams,11,1,1706,14,0,29,1,0,1762
WA,Asotin,0,0,104,2,0,1,0,0,107
WA,Benton,14,6,1535,25,77,33,2,0,1692
WA,Chelan,15,7,3021,48,0,144,7,5,3247
WA,Clallam,40,6,752,128,0,74,7,0,1007
WA,Clark,503,119,3227,143,0,156,102,0,4250
WA,Columbia,1,0,305,1,0,3,0,0,310
WA,Cowlitz,161,62,895,96,0,69,64,0,1347
WA,Douglas,6,1,899,13,0,25,0,0,944
WA,Ferry,3,1,53,2,0,32,1,0,92
WA,Franklin,5,0,741,11,0,7,2,0,766
WA,Garfield,0,0,719,1,0,2,0,0,722
WA,Grant,11,2,2384,43,0,68,2,1,2511
WA,Grays Harbor,128,24,728,96,0,92,14,1,1083
WA,Island,58,4,229,40,0,23,11,0,365
WA,Jefferson,64,8,620,288,0,110,28,2,1120
WA,King,16896,3729,155010,8264,577,15211,2523,57,202267
